,ORGANISATION_NAME,REGISTRATION_NO,ORGANISATION_TYPE_CODE,ORGANISATION_TYPE,ORGANISATION_STATUS,address_entity_key,address_seq_no,Full_Address,lat_lng,latitude,longitude
17627,J.N. INVESTMENTS LTD,313486,C,Εταιρεία,Εγγεγραμμένη,2342,2342,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 1  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6858945, _2=33.0531157)",34.6858945,33.0531157
17628,S & P ELECTRICAL APPLIANCES LIMITED,313528,C,Εταιρεία,Εγγεγραμμένη,5973,5973,ΠΑΠΑΝΙΚΟΛΗ 3  6053 ΛΑΡΝΑΚΑ ,"Row(_1=34.9313688, _2=33.6227464)",34.9313688,33.6227464
17629,MPM LUBRICANTS & TYRES LIMITED,313547,C,Εταιρεία,Εγγεγραμμένη,29107,29107,ΔΙΓΕΝΗ ΑΚΡΙΤΑ 11  1055 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1696982, _2=33.3737176)",35.1696982,33.3737176
17630,SEAGULL ENGINEERING LIMITED,313558,C,Εταιρεία,Εγγεγραμμένη,3350,3350,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 3  ΜΕΣΑ ΓΕΙΤΟΝΙΑ 4000 ΛΕΜΕΣΟΣ ,"Row(_1=34.6982601, _2=33.0455093)",34.6982601,33.0455093
17631,G.I. GOTLAND INVESTMENTS LIMITED,313562,C,Εταιρεία,Εγγεγραμμένη,438,438,ΦΛΩΡΙΝΗΣ 7  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1648906, _2=33.3586214)",35.1648906,33.3586214
17632,A.V.K. CONFECTIONERY HOLDINGS LIMITED,313608,C,Εταιρεία,Εγγεγραμμένη,51,51,ΛΑΜΠΟΥΣΑΣ 1  1095 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.120366, _2=33.3795155)",35.120366,33.3795155
17633,SOTHIS LIMITED,313613,C,Εταιρεία,Εγγεγραμμένη,1611,1611,ΜΕΘΩΝΗΣ 2  1070 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1615585, _2=33.3678571)",35.1615585,33.3678571
17634,SUBFOR MANAGEMENT LIMITED,313624,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17635,CENGEO HOLDINGS LIMITED,313630,C,Εταιρεία,Εγγεγραμμένη,1013,1013,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
17636,VAMEG LIMITED,313649,C,Εταιρεία,Εγγεγραμμένη,8330,8330,ΜΑΡΑΘΟΒΟΥΝΟΥ 9  3071 ΛΕΜΕΣΟΣ ,"Row(_1=34.6864468, _2=33.0247087)",34.6864468,33.0247087
17637,LAIBONI HOLDING LIMITED,313670,C,Εταιρεία,Εγγεγραμμένη,1260,1260,ΚΟΛΟΚΟΤΡΩΝΗ 6  ΑΓΙΟΣ ΔΟΜΕΤΙΟΣ 1101 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1727869, _2=33.3290916)",35.1727869,33.3290916
17638,GRACEWING LIMITED,313687,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17639,L.E.S HOLDINGS COMPANY LTD,313782,C,Εταιρεία,Εγγεγραμμένη,2622,2622,ΑΥΣΤΡΑΛΙΑΣ 6  3017 ΛΕΜΕΣΟΣ ,"Row(_1=34.6786322, _2=33.0413055)",34.6786322,33.0413055
17640,ΧΡΕΙΣ & ΥΙΟΙ ΛΤΔ,313792,C,Εταιρεία,Εγγεγραμμένη,4964,4964,JOHN KENNEDY  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6863594, _2=33.0593261)",34.6863594,33.0593261
17641,CAROSELLO HOLDING LIMITED,313820,C,Εταιρεία,Εγγεγραμμένη,3934,3934,ΒΑΣΙΛΗ ΜΙΧΑΗΛΙΔΗ 21  3026 ΛΕΜΕΣΟΣ ,"Row(_1=34.6841379, _2=33.0419945)",34.6841379,33.0419945
17642,DATAPOINT CONSULTANTS LTD,313829,C,Εταιρεία,Εγγεγραμμένη,3934,3934,ΒΑΣΙΛΗ ΜΙΧΑΗΛΙΔΗ 21  3026 ΛΕΜΕΣΟΣ ,"Row(_1=34.6841379, _2=33.0419945)",34.6841379,33.0419945
17643,WESTORIAN LIMITED,313838,C,Εταιρεία,Εγγεγραμμένη,4568,4568,ΣΟΦΟΥΛΗ 28  1096 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1695126, _2=33.3568202)",35.1695126,33.3568202
17644,SL HOLDINGS LIMITED,313858,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17645,EMPSON LIMITED,313860,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17646,OMNIFARMA EUROPE LIMITED,313883,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17647,FORSMAN LIMITED,313887,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17648,RIPPLES LIMITED,313956,C,Εταιρεία,Εγγεγραμμένη,29240,29240,ΓΕΩΡΓΙΟΥ ΓΕΝΝΑΔΙΟΥ 10  3041 ΛΕΜΕΣΟΣ ,"Row(_1=34.6786322, _2=33.0413055)",34.6786322,33.0413055
17649,CAPRICE MANAGEMENT LTD,314022,C,Εταιρεία,Εγγεγραμμένη,13122,13122,ΜΕΡΣΙΝΙΑΣ 1  ΑΓΙΑ ΝΑΠΑ 5330 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=34.9997429, _2=33.9977208)",34.9997429,33.9977208
17650,AERO GULF CYPRUS LTD,314087,C,Εταιρεία,Εγγεγραμμένη,1611,1611,ΜΕΘΩΝΗΣ 2  1070 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1615585, _2=33.3678571)",35.1615585,33.3678571
17651,AVANDRIVE LIMITED,314108,C,Εταιρεία,Εγγεγραμμένη,3949,3949,ΑΡΧ. ΚΥΠΡΙΑΝΟΥ 39  ΔΡΟΜΟΛΑΞΙΑ 7020 ΛΑΡΝΑΚΑ ,"Row(_1=34.8761451, _2=33.5857563)",34.8761451,33.5857563
17652,BELLEROPHON TRUSTEES LIMITED,314177,C,Εταιρεία,Εγγεγραμμένη,653,653,ΑΝΝΗΣ ΚΟΜΝΗΝΗΣ 29Α  1061 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1654616, _2=33.3639747)",35.1654616,33.3639747
17653,AAA TRANSPORT INVESTMENTS LIMITED,314235,C,Εταιρεία,Εγγεγραμμένη,17988,17988,ΘΗΣΕΩΣ 4  ΕΓΚΩΜΗ 2413 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1422952, _2=33.341891)",35.1422952,33.341891
17654,PONVIMAN TRADING LIMITED,314256,C,Εταιρεία,Εγγεγραμμένη,406,406,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 41  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1639168, _2=33.3590914)",35.1639168,33.3590914
17655,ΧΡ. ΑΛΕΞΑΝΔΡΟΥ ΧΩΜΑΤΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ ΚΑΙ ΜΕΤΑΦΟΡΕΣ ΛΙΜΙΤΕΔ,314303,C,Εταιρεία,Εγγεγραμμένη,7390,7390,ΚΛΗΜΟΥ 8Α  ΑΓΙΟΣ ΔΟΜΕΤΙΟΣ 2365 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1727869, _2=33.3290916)",35.1727869,33.3290916
17656,ARIVELIA TRADING AND INVESTMENTS LIMITED,314314,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17657,FURSEKA TRADING AND INVESTMENTS LIMITED,314364,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17658,PAPEX LIMITED,314380,C,Εταιρεία,Εγγεγραμμένη,1013,1013,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
17659,DELROCK INVESTMENTS LTD,314384,C,Εταιρεία,Εγγεγραμμένη,4964,4964,JOHN KENNEDY  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6863594, _2=33.0593261)",34.6863594,33.0593261
17660,ECI LIMITED,314433,C,Εταιρεία,Εγγεγραμμένη,1147,1147,ΚΛΗΜΕΝΤΟΣ 25Β  ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ 1061 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1667928, _2=33.3683733)",35.1667928,33.3683733
17661,ΠΑΞΙΜΑΔΙΑ ¨ΕΛΕΝΑ¨ ΛΤΔ,314445,C,Εταιρεία,Εγγεγραμμένη,13984,13984,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 94  ΠΑΛΙΟΜΕΤΟΧΟ 2682 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
17662,STOREL CAPITAL LIMITED,314446,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17663,ANIROT DEVELOPMENT ORGANISATION LIMITED,314473,C,Εταιρεία,Εγγεγραμμένη,18038,18038,ΓΡΙΒΑ ΔΙΓΕΝΗ 23  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6883478, _2=33.0558712)",34.6883478,33.0558712
17664,WLIDECKBURG LIMITED,314533,C,Εταιρεία,Εγγεγραμμένη,727,727,ΗΝΩΜΕΝΩΝ ΕΘΝΩΝ 8  6042 ΛΑΡΝΑΚΑ ,"Row(_1=34.9186895, _2=33.6133946)",34.9186895,33.6133946
17665,A.D. RIGA LIMITED,314554,C,Εταιρεία,Εγγεγραμμένη,10032,10032,ΓΡ. ΞΕΝΟΠΟΥΛΟΥ 17  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6865502, _2=33.0577111)",34.6865502,33.0577111
17666,BRAU TECH LIMITED,314582,C,Εταιρεία,Εγγεγραμμένη,15008,15008,ΑΝΤΙΓΟΝΗΣ ΜΕΤΑΞΑ 13  3077 ΛΕΜΕΣΟΣ ,"Row(_1=34.694622, _2=33.0240226)",34.694622,33.0240226
17667,GARDEN GROWTH CAPITAL (CYPRUS) LIMITED,314590,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17668,SIGNAL MARINE SECURITY LTD,314601,C,Εταιρεία,Εγγεγραμμένη,20088,20088,ΒΟΥΚΟΥΡΕΣΤΙΟΥ 25  ΖΑΚΑΚΙ 3045 ΛΕΜΕΣΟΣ ,"Row(_1=34.6575057, _2=33.0122586)",34.6575057,33.0122586
17669,KATREKA INVESTMENTS LTD,314631,C,Εταιρεία,Εγγεγραμμένη,22230,22230,ΜΟΔΕΣΤΟΥ ΠΑΝΤΕΛΗ 66  ΛΙΟΠΕΤΡΙ 5320 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0096685, _2=33.8929049)",35.0096685,33.8929049
17670,EDNONDS LIMITED,314643,C,Εταιρεία,Εγγεγραμμένη,20133,20133,ΚΥΡΙΑΚΟΥ ΜΑΤΣΗ 56  ΑΓΙΟΣ ΔΟΜΕΤΙΟΣ 2368 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1684921, _2=33.3252024)",35.1684921,33.3252024
17671,ACTEX HOLDINGS LIMITED,314717,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17672,RIMEXO LIMITED,314719,C,Εταιρεία,Εγγεγραμμένη,461,461,ΔΙΑΓΟΡΟΥ 4  1097 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1698311, _2=33.3570624)",35.1698311,33.3570624
17673,FANEMO HOLDING LIMITED,314722,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17674,SALVIATINO INVESTMENTS LIMITED,314741,C,Εταιρεία,Εγγεγραμμένη,1013,1013,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
17675,ΑΓΡΟΚΤΗΜΑ ΣΤΑΛΙΕΣ ΛΙΜΙΤΕΔ,314762,C,Εταιρεία,Εγγεγραμμένη,20535,20535, ΑΝΩΓΥΡΑ 4603 ΛΕΜΕΣΟΣ ,"Row(_1=34.7392189, _2=32.7335508)",34.7392189,32.7335508
17676,P.M.S. IMAGING DISTRIBUTORS LIMITED,314780,C,Εταιρεία,Εγγεγραμμένη,29107,29107,ΔΙΓΕΝΗ ΑΚΡΙΤΑ 11  1055 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1696982, _2=33.3737176)",35.1696982,33.3737176
17677,WOODLOCK SHIPPING COMPANY LIMITED,314810,C,Εταιρεία,Εγγεγραμμένη,1867,1867,JOHN KENNEDY  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6863594, _2=33.0593261)",34.6863594,33.0593261
17678,ALCOHIMPEX LIMITED,314913,C,Εταιρεία,Εγγεγραμμένη,6477,6477,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 6  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676704, _2=33.3578541)",35.1676704,33.3578541
17679,FONTASIO HOLDINGS LTD,314930,C,Εταιρεία,Εγγεγραμμένη,13572,13572,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 18  ΚΑΪΜΑΚΛΙ 1020 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
17680,FOODEXPO HOLDING LIMITED,314956,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17681,APDR ALIANS LIMITED,315035,C,Εταιρεία,Εγγεγραμμένη,848,848,ΕΜΜΑΝΟΥΗΛ ΡΟΙΔΗ  ΑΓΙΑΣ ΖΩΝΗΣ 3031 ΛΕΜΕΣΟΣ ,"Row(_1=34.6938126, _2=33.0535698)",34.6938126,33.0535698
17682,ABBEYCRAFT LIMITED,315058,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17683,RX FUND LIMITED,315063,C,Εταιρεία,Εγγεγραμμένη,590,590,ΑΦΡΟΔΙΤΗΣ 25  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1676759, _2=33.3622474)",35.1676759,33.3622474
17684,MONODYO INVESTMENTS LIMITED,315101,C,Εταιρεία,Εγγεγραμμένη,1288,1288,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 11  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.167755, _2=33.3640957)",35.167755,33.3640957
17685,D.M. MEDITERRANEAN FINANCING SERVICES (SECURITY HOUSE) LIMITED,315108,C,Εταιρεία,Εγγεγραμμένη,438,438,ΦΛΩΡΙΝΗΣ 7  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1648906, _2=33.3586214)",35.1648906,33.3586214
17686,EQUATUM SERVICES LIMITED,315143,C,Εταιρεία,Εγγεγραμμένη,18433,18433,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 206  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
17687,VEDOURISOUND LTD,315176,C,Εταιρεία,Εγγεγραμμένη,4836,4836, ΟΜΟΔΟΣ 4760 ΛΕΜΕΣΟΣ ,"Row(_1=34.8489219, _2=32.8077875)",34.8489219,32.8077875
17688,APLANOR TRADING LIMITED,315178,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17690,FORRESTPOWER TRADING AND INVESTMENTS LIMITED,315213,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17691,FORRESTSTREAM HOLDINGS LIMITED,315218,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17692,ERMANIER LIMITED,315252,C,Εταιρεία,Εγγεγραμμένη,17988,17988,ΘΗΣΕΩΣ 4  ΕΓΚΩΜΗ 2413 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1422952, _2=33.341891)",35.1422952,33.341891
17693,BEZERIUS HOLDINGS LIMITED,315314,C,Εταιρεία,Εγγεγραμμένη,1288,1288,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 11  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.167755, _2=33.3640957)",35.167755,33.3640957
17694,NOSAPCO INVEST LIMITED,315338,C,Εταιρεία,Εγγεγραμμένη,461,461,ΔΙΑΓΟΡΟΥ 4  1097 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1698311, _2=33.3570624)",35.1698311,33.3570624
17695,H.P.R.D (HELLENIC PARTNERS FOR RECONSTRUCTION & DEVELOPMENT) LIMITED,315340,C,Εταιρεία,Εγγεγραμμένη,20088,20088,ΒΟΥΚΟΥΡΕΣΤΙΟΥ 25  ΖΑΚΑΚΙ 3045 ΛΕΜΕΣΟΣ ,"Row(_1=34.6575057, _2=33.0122586)",34.6575057,33.0122586
17696,MERCENO HOLDINGS LTD,315349,C,Εταιρεία,Εγγεγραμμένη,3173,3173,ΙΚΑΡΟΥ 1Α  ΓΕΡΜΑΣΟΓΕΙΑ 4044 ΛΕΜΕΣΟΣ ,"Row(_1=34.7190942, _2=33.08700630000001)",34.7190942,33.08700630000001
17697,FASTSTREAM SHIPPING LIMITED,315369,C,Εταιρεία,Εγγεγραμμένη,4236,4236,ΟΜΗΡΟΥ 20  ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ 3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.6927253, _2=33.0577984)",34.6927253,33.0577984
17698,MAXACCESS LIMITED,315381,C,Εταιρεία,Εγγεγραμμένη,1540,1540,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 80  1077 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
17699,DOLESTINO LIMITED,315384,C,Εταιρεία,Εγγεγραμμένη,1540,1540,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 80  1077 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
17700,HELONCO HOLDINGS LIMITED,315423,C,Εταιρεία,Εγγεγραμμένη,2010,2010,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 39  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1641383, _2=33.3588776)",35.1641383,33.3588776
17701,MELOSANT HOLDINGS LIMITED,315451,C,Εταιρεία,Εγγεγραμμένη,1921,1921,ΜΙΧΑΗΛ ΚΟΥΤΣΟΦΤΑ 3  3031 ΛΕΜΕΣΟΣ ,"Row(_1=34.6846676, _2=33.0517086)",34.6846676,33.0517086
17702,PERILIME TRADING LTD,315470,C,Εταιρεία,Εγγεγραμμένη,13539,13539,ΚΡΙΝΩΝ 16  3110 ΛΕΜΕΣΟΣ ,"Row(_1=34.7006666, _2=33.0108949)",34.7006666,33.0108949
17703,VETEK MANAGEMENT LIMITED,315488,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17704,NEW ODYSSEY TRADING LIMITED,315532,C,Εταιρεία,Εγγεγραμμένη,8675,8675,ΙΡΙΔΟΣ 7B  6056 ΛΑΡΝΑΚΑ ,"Row(_1=34.9182222, _2=33.6200625)",34.9182222,33.6200625
17705,AIR CONSTELLATION CHARTERS LIMITED,315544,C,Εταιρεία,Εγγεγραμμένη,10032,10032,ΓΡ. ΞΕΝΟΠΟΥΛΟΥ 17  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6865502, _2=33.0577111)",34.6865502,33.0577111
17706,CITY SKY GASTRO BAR LTD,315642,C,Εταιρεία,Εγγεγραμμένη,11058,11058,ΓΛΑΔΣΤΩΝΟΣ 135  3032 ΛΕΜΕΣΟΣ ,"Row(_1=34.6842799, _2=33.0518155)",34.6842799,33.0518155
17707,"SCORDIS, PAPAPETROU & CO (VS) LIMITED",315665,C,Εταιρεία,Εγγεγραμμένη,507,507,ΚΑΡΠΕΝΗΣΙΟΥ 30  1660 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1580882, _2=33.3691274)",35.1580882,33.3691274
17708,VETEK TRADING LIMITED,315694,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17709,HENSLEY CAPITAL LIMITED,315709,C,Εταιρεία,Εγγεγραμμένη,1450,1450,ΣΤΑΣΙΝΟΥ 1  ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1539469, _2=33.371424)",35.1539469,33.371424
17710,DEANROAD LIMITED,315721,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17711,F.M. DIGITAL TUNES LIMITED,315735,C,Εταιρεία,Εγγεγραμμένη,1921,1921,ΜΙΧΑΗΛ ΚΟΥΤΣΟΦΤΑ 3  3031 ΛΕΜΕΣΟΣ ,"Row(_1=34.6846676, _2=33.0517086)",34.6846676,33.0517086
17712,GLOBAL WIND ENERGY CYPRUS GREECE LIMITED,315741,C,Εταιρεία,Εγγεγραμμένη,438,438,ΦΛΩΡΙΝΗΣ 7  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1648906, _2=33.3586214)",35.1648906,33.3586214
17713,RM CONSULTING LTD,315806,C,Εταιρεία,Εγγεγραμμένη,4964,4964,JOHN KENNEDY  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6863594, _2=33.0593261)",34.6863594,33.0593261
17714,QUICKMEDICAL SOLUTIONS LIMITED,315861,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
17715,B-A-MEDFOUNDER LIMITED,315951,C,Εταιρεία,Εγγεγραμμένη,438,438,ΦΛΩΡΙΝΗΣ 7  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1648906, _2=33.3586214)",35.1648906,33.3586214
17716,CROSSLINK TECHNOLOGIES LTD,315955,C,Εταιρεία,Εγγεγραμμένη,2237,2237,ΑΛΚΑΙΟΥ 4  1060 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1683775, _2=33.3680549)",35.1683775,33.3680549
17717,ACYTHIA HOLDING LTD,315969,C,Εταιρεία,Εγγεγραμμένη,4236,4236,ΟΜΗΡΟΥ 20  ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ 3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.6927253, _2=33.0577984)",34.6927253,33.0577984
17718,CRISPIAN INVESTMENTS LIMITED,316000,C,Εταιρεία,Εγγεγραμμένη,272,272,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1677034, _2=33.3582148)",35.1677034,33.3582148
17719,CETREZZA TRADING LTD,316013,C,Εταιρεία,Εγγεγραμμένη,4236,4236,ΟΜΗΡΟΥ 20  ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ 3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.6927253, _2=33.0577984)",34.6927253,33.0577984
17720,C & C TRUSTEE MANAGEMENT LIMITED,316016,C,Εταιρεία,Εγγεγραμμένη,3172,3172,ΘΕΜΙΣΤΟΚΛΗ ΔΕΡΒΗ 12  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.16702009999999, _2=33.3578493)",35.16702009999999,33.3578493
17721,ANADORIA INVESTMENTS LIMITED,316079,C,Εταιρεία,Εγγεγραμμένη,1013,1013,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
